,city,lat,long,Country,date,temperature,humidity,cloudiness,wind speed
355,Ranong,9.9658,98.6348,TH,1645501338,85.93,65,80,4.92
356,Aranda de Duero,41.6704,-3.6892,ES,1645501338,36.43,48,11,3.04
357,Korla,41.7597,86.1469,CN,1645501339,33.33,36,0,5.91
358,Safford,32.834,-109.7076,US,1645501339,54.23,37,0,11.5
359,Creel,27.75,-107.6333,MX,1645501340,38.8,92,21,14.32
360,Waddān,29.1614,16.139,LY,1645501340,54.14,71,15,0.76
361,Lompoc,34.6391,-120.4579,US,1645501212,49.21,73,100,27.0
362,Manaure,11.7751,-72.4445,CO,1645501341,76.1,77,20,13.85
363,‘Ewa Beach,21.3156,-158.0072,US,1645501243,78.89,65,100,12.66
364,Alihe,50.5667,123.7167,CN,1645501341,10.0,59,5,4.59
365,Kruisfontein,-34.0033,24.7314,ZA,1645501341,54.88,91,14,4.47
366,Mount Gambier,-37.8333,140.7667,AU,1645501342,71.51,35,0,10.36
367,Mocajuba,-2.5842,-49.5072,BR,1645501342,73.24,98,96,2.33
368,Destin,30.3935,-86.4958,US,1645501300,63.41,95,100,10.36
369,Bonavista,48.6499,-53.1147,CA,1645501343,26.6,69,42,23.0
370,Aasiaat,68.7098,-52.8699,GL,1645501343,-2.76,90,100,8.77
371,Langenburg,49.2544,9.8458,DE,1645501344,38.25,81,40,16.11
372,Samfya,-11.3649,29.5565,ZM,1645501344,63.91,96,100,5.73
373,Coyhaique,-45.5752,-72.0662,CL,1645501264,53.55,50,0,6.91
374,Paamiut,61.994,-49.6678,GL,1645501344,-5.33,83,98,9.69
375,Bashmakovo,53.2133,43.0342,RU,1645501345,31.69,89,100,15.32
376,Soyo,-6.1349,12.3689,AO,1645501345,79.09,82,100,1.61
377,Saldanha,-33.0117,17.9442,ZA,1645501346,59.05,88,1,9.26
378,Progreso,21.2833,-89.6667,MX,1645501346,77.11,65,0,11.34
379,Santa Maria,-29.6842,-53.8069,BR,1645501178,74.5,78,0,3.44
380,Sémbé,1.6481,14.5806,CG,1645501347,70.72,74,88,1.48
381,Arrondissement de Libourne,44.9167,-0.25,FR,1645501347,47.91,96,14,4.97
382,Schruns,47.0709,9.9475,AT,1645501348,28.0,97,100,7.2
383,Mahenge,-8.6833,36.7167,TZ,1645501348,66.24,87,100,1.52
384,Yamethin,20.4333,96.15,MM,1645501348,78.51,43,80,4.97
385,Laurel,39.0993,-76.8483,US,1645501131,46.69,72,0,3.44
386,Tahe,52.3333,124.7333,CN,1645501349,12.99,59,9,6.91
387,Svetlaya,46.5389,138.3297,RU,1645501349,22.37,59,100,9.98
388,Shakawe,-18.3667,21.85,BW,1645501350,66.54,81,15,1.86
389,Saint-Leu,-21.15,55.2833,RE,1645501350,76.06,77,100,12.91
390,Ust'-Ilimsk,58.0006,102.6619,RU,1645501350,23.07,85,53,6.33
391,Kahului,20.8947,-156.47,US,1645501122,77.67,77,40,16.11
392,Lagoa,39.05,-27.9833,PT,1645501351,56.57,65,12,3.2
393,Ostrovnoy,68.0531,39.5131,RU,1645500829,21.4,82,100,10.0
394,Kuusamo,65.9667,29.1833,FI,1645501352,-3.96,84,100,4.61
395,Romny,50.751,33.4747,UA,1645501352,37.92,83,100,10.36
396,Kupang,-10.1667,123.5833,ID,1645501352,76.42,90,100,4.85
397,Lázaro Cárdenas,17.9583,-102.2,MX,1645501104,76.37,75,0,4.52
398,Najrān,17.4924,44.1277,SA,1645501353,52.45,31,73,1.99
399,Talcahuano,-36.7167,-73.1167,CL,1645501353,56.88,88,20,11.5
400,Mossamedes,-15.1961,12.1522,AO,1645501354,75.7,84,100,2.04
401,Itapora,-22.0799,-54.7874,BR,1645501354,70.88,93,12,0.87
402,Ritchie,-29.038,24.6028,ZA,1645501354,54.61,28,0,5.44
403,Shumskiy,54.8318,99.1328,RU,1645501355,21.2,78,13,5.01
404,Phonhong,18.5007,102.4166,LA,1645501355,67.82,61,69,1.95
405,Shubarkuduk,49.1447,56.4872,KZ,1645501356,32.9,99,100,5.84
406,Mbala,-8.8402,31.3659,ZM,1645501356,60.03,93,100,0.94
407,Shiyan,32.6475,110.7781,CN,1645501356,48.81,39,100,2.93
408,Raudeberg,61.9875,5.1352,NO,1645501357,28.0,91,69,1.01
409,San Quintín,30.4833,-115.95,MX,1645501357,57.18,73,43,12.15
410,Voznesen'ye,61.0106,35.4781,RU,1645501358,26.76,96,100,12.44
411,Uch,45.3192,-0.9345,FR,1645501358,47.08,92,1,5.57
412,Collie,-33.3667,116.15,AU,1645501358,93.52,16,0,4.41
413,Vaitape,-16.5167,-151.75,PF,1645501359,81.05,75,100,16.62
414,Aniva,46.7144,142.5294,RU,1645501359,21.11,74,100,18.23
415,Atbasar,51.8,68.3333,KZ,1645501359,24.13,96,100,7.74
416,Isiro,2.7739,27.616,CD,1645501360,59.09,40,87,2.06
417,Ust'-Koksa,50.2696,85.6108,RU,1645501360,17.55,75,79,1.32
418,Carnarvon,-24.8667,113.6333,AU,1645501361,86.07,66,10,18.41
419,Rundu,-17.9333,19.7667,NA,1645501361,66.99,82,61,2.17
420,Centralia,46.7162,-122.9543,US,1645501361,37.15,64,100,8.05
421,La Paz,-16.5,-68.15,BO,1645501211,46.38,87,75,4.61
422,Hals,56.9961,10.3081,DK,1645501362,33.28,83,76,8.97
423,Del Rio,29.3627,-100.8968,US,1645501162,81.28,43,0,13.8
424,Whithorn,18.2604,-78.0378,JM,1645501363,74.46,92,7,4.97
425,Vestmannaeyjar,63.4427,-20.2734,IS,1645500817,35.96,92,84,60.73
426,Nemuro,43.3236,145.575,JP,1645501363,25.23,72,86,21.59
427,Ozernovskiy,51.5,156.5167,RU,1645501363,31.86,74,100,30.87
428,Saint-Joseph,-21.3667,55.6167,RE,1645501364,75.58,84,100,21.14
429,Dingle,10.9995,122.6711,PH,1645501364,82.54,68,100,13.53
430,Oneida,43.2001,-75.4663,US,1645501365,38.48,63,0,8.05
431,Ust-Kuyga,70.0167,135.6,RU,1645501365,-17.43,87,87,8.08
432,Haines Junction,60.7522,-137.5108,CA,1645501365,1.35,66,100,1.14
433,Havøysund,70.9963,24.6622,NO,1645501366,16.68,78,100,7.47
434,Chapais,49.7834,-74.8492,CA,1645501366,-16.82,91,100,4.27
435,Olinda,-8.0089,-34.8553,BR,1645501366,80.33,74,75,5.75
436,Wuzhou,23.4833,111.3167,CN,1645501367,43.72,80,100,3.98
437,Choma,-16.8065,26.9531,ZM,1645501367,60.94,92,25,1.95
438,Kapit,2.0167,112.9333,MY,1645501368,89.76,54,96,0.47
439,Ahipara,-35.1667,173.1667,NZ,1645501368,73.85,68,17,3.09
440,Burnie,-41.0667,145.9167,AU,1645501368,62.28,64,100,11.54
441,Rezh,57.37,61.4043,RU,1645501369,16.97,96,85,5.88
442,Shebalino,51.2917,85.6772,RU,1645501369,29.32,64,83,3.62
443,Tarnogskiy Gorodok,60.4997,43.5761,RU,1645501370,17.76,98,100,4.25
444,Atambua,-9.1061,124.8925,ID,1645501370,73.62,91,100,4.41
445,Zaraza,9.3503,-65.3245,VE,1645501370,75.74,74,68,8.99
446,Buta,2.7858,24.73,CD,1645501371,62.67,46,90,1.66
447,Lithakia,37.7167,20.8333,GR,1645501371,51.17,75,47,11.86
448,Kralendijk,12.15,-68.2667,BQ,1645501371,76.98,78,20,10.36
449,San Felice sul Panaro,44.8332,11.1426,IT,1645501372,38.32,70,0,7.87
450,Klaksvík,62.2266,-6.589,FO,1645501372,38.32,98,100,46.26
451,Venta,56.2,22.7,LT,1645501373,34.48,94,100,18.12
452,Itaituba,-4.2761,-55.9836,BR,1645501373,73.6,96,86,2.04
453,Suntar,62.1444,117.6319,RU,1645501373,18.7,87,87,9.13
454,Los Zacatones,22.95,-102.05,MX,1645501374,61.65,38,42,13.29
455,Port Hawkesbury,45.6169,-61.3485,CA,1645501374,31.91,89,100,5.99
456,Tautira,-17.7333,-149.15,PF,1645501374,87.82,75,18,15.75
457,Honningsvåg,70.9821,25.9704,NO,1645501375,15.33,73,100,8.16
458,Kiruna,67.8557,20.2251,SE,1645501375,4.12,92,100,0.0
459,Chumikan,54.7183,135.315,RU,1645501376,6.71,75,75,21.85
460,Bambanglipuro,-7.95,110.2833,ID,1645501376,85.14,67,84,8.68
461,Unecha,52.8459,32.6739,RU,1645501376,35.56,93,100,11.79
462,Calvià,39.5657,2.5062,ES,1645501377,49.86,78,1,8.12
463,Goma,-1.6792,29.2228,CD,1645501377,63.43,71,100,3.71
464,Wewak,-3.5534,143.6268,PG,1645501378,80.24,84,99,8.77
465,Kumul,42.8,93.45,CN,1645501378,35.51,26,0,4.7
466,Koumac,-20.5667,164.2833,NC,1645501378,87.35,59,58,2.13
467,Nardaran,40.5561,50.0056,AZ,1645501379,44.24,87,0,11.5
468,Oranjemund,-28.55,16.4333,NA,1645501379,61.25,93,0,6.89
469,Longyearbyen,78.2186,15.6401,SJ,1645501379,-2.36,78,20,4.61
470,Cockburn Town,21.4612,-71.1419,TC,1645501291,77.04,75,1,21.18
471,Ōmagari,39.45,140.4833,JP,1645501380,30.96,70,100,20.58
472,Price,39.5994,-110.8107,US,1645501209,31.42,64,100,11.5
473,Lüderitz,-26.6481,15.1594,NA,1645501381,69.66,59,22,13.56
474,Oeiras,-7.0253,-42.1311,BR,1645501381,75.88,77,92,3.18
475,Marabu,4.4148,114.0089,MY,1645501382,86.14,70,40,4.61
476,Tshikapa,-6.4167,20.8,CD,1645501382,70.68,91,100,0.56
477,Navolato,24.7672,-107.6944,MX,1645501382,73.58,79,44,6.96
478,Monrovia,6.3005,-10.7969,LR,1645501219,75.4,81,100,4.54
479,Kirakira,-10.4544,161.9205,SB,1645501383,84.52,75,96,4.21
480,Camopi,3.1655,-52.3158,GF,1645501383,72.41,99,100,1.74
481,Ayan,56.45,138.1667,RU,1645501384,8.2,63,1,8.97
482,Hervey Bay,-25.2986,152.8535,AU,1645501384,85.03,73,7,7.0
483,Beroroha,-21.6667,45.1667,MG,1645501385,77.72,67,21,5.75
484,Hofn,64.2539,-15.2082,IS,1645501385,39.2,97,100,46.46
485,Sebring,27.4956,-81.4409,US,1645501385,64.13,85,0,5.75
486,Kemijärvi,66.7131,27.4306,FI,1645501386,-0.87,100,93,2.24
487,Fare,-16.7,-151.0167,PF,1645501386,81.54,74,100,16.91
488,Banjar,-8.19,114.9675,ID,1645501387,83.91,73,88,0.83
489,Taoudenni,22.6783,-3.9836,ML,1645501387,75.6,11,94,6.89
490,Balikpapan,-1.2675,116.8289,ID,1645501387,85.19,74,20,6.91
491,Juneau,58.3019,-134.4197,US,1645501241,24.8,39,75,6.91
492,Chara,56.9064,118.2631,RU,1645501388,7.68,81,87,1.43
493,Fort Frances,48.5999,-93.4003,CA,1645501388,-5.78,79,100,10.36
494,Agarak,39.2068,46.5446,AM,1645501389,38.77,60,23,3.18
495,Lukovetskiy,64.2956,41.9211,RU,1645501389,-0.02,100,94,2.62
496,Kazygurt,41.7589,69.3864,KZ,1645501389,37.33,42,99,2.62
497,Dapdap,12.062,125.4881,PH,1645501390,79.18,85,100,18.23
498,Ürümqi,43.801,87.6005,CN,1645501202,7.75,79,8,2.24
499,Lubumbashi,-11.6609,27.4794,CD,1645501390,60.51,98,100,3.71
500,Boende,-0.2167,20.8667,CD,1645501391,70.75,74,92,2.51
501,Ulaangom,49.9811,92.0667,MN,1645501391,-9.33,97,97,3.27
502,Sovetskiy,61.3614,63.5842,RU,1645501392,18.61,92,82,8.37
503,Casper,42.8666,-106.3131,US,1645501349,-3.48,77,100,19.57
504,Phalaborwa,-23.943,31.1411,ZA,1645501392,70.88,90,76,6.17
505,Forbes,-33.3833,148.0167,AU,1645501392,90.91,27,57,6.78
506,Buchanan,5.8808,-10.0467,LR,1645501393,75.85,85,100,4.7
507,Tilichiki,60.4667,166.1,RU,1645501393,-13.63,87,61,10.54
508,Westport,41.1415,-73.3579,US,1645501394,35.56,81,0,1.99
509,Tabou,4.423,-7.3528,CI,1645501394,77.74,90,100,8.05
510,Moosomin,50.1333,-101.6677,CA,1645501311,-20.7,96,93,4.94
511,Bad Kreuznach,49.8333,7.8667,DE,1645501395,41.58,72,23,12.93
512,Stromness,58.965,-3.296,GB,1645501395,40.96,82,100,37.2
513,Seabra,-12.4186,-41.7703,BR,1645501395,64.89,94,52,2.42
514,Port Maria,18.3685,-76.8895,JM,1645501396,68.38,94,10,10.6
515,Anáhuac,27.2333,-100.15,MX,1645501396,76.59,52,1,23.15
516,Pisco,-13.7,-76.2167,PE,1645501397,71.65,88,75,1.14
517,Solnechnyy,50.7214,136.6319,RU,1645501397,13.42,85,49,4.21
518,Chadiza,-14.0678,32.4392,ZM,1645501397,63.5,98,100,1.45
519,Yuzhnyy,53.2542,83.6936,RU,1645501398,17.98,57,0,8.95
520,Karratha,-20.7377,116.8463,AU,1645501398,94.66,42,77,13.73
521,Bhūm,18.4667,75.6667,IN,1645501399,80.37,15,27,6.08
522,Hobyo,5.3505,48.5268,SO,1645501399,78.76,83,11,16.02
523,Khrebtovaya,56.7032,104.2494,RU,1645501399,19.92,83,20,5.35
524,Tazovsky,67.4667,78.7,RU,1645501400,15.28,94,100,11.56
525,Forio,40.7342,13.8646,IT,1645501400,46.67,74,95,15.5
526,Caucayá,-0.1934,-74.7819,CO,1645501401,79.09,56,100,2.17
527,Bunia,1.5667,30.25,CD,1645501401,64.27,35,100,0.25
528,Esso,55.9333,158.7,RU,1645501401,16.38,88,100,3.2
529,Maragogi,-9.0122,-35.2225,BR,1645501402,77.2,81,13,6.91
530,Ucluelet,48.9329,-125.5528,CA,1645501402,35.71,56,18,11.16
531,Zachepylivka,49.1939,35.2394,UA,1645501402,38.1,87,100,11.68
532,Bima,-8.4667,118.7167,ID,1645501403,83.35,73,85,2.15
533,Goulburn,-34.75,149.7167,AU,1645501403,64.63,94,100,10.13
534,Sorong,-0.8833,131.25,ID,1645501404,77.68,87,100,10.49
535,Asău,46.4333,26.4,RO,1645501404,42.04,70,100,2.01
536,Belaya Gora,68.5333,146.4167,RU,1645501404,-29.6,93,86,3.11
537,Sheregesh,52.9209,87.9869,RU,1645501405,25.2,83,97,2.68
538,Atyrau,47.1167,51.8833,KZ,1645501256,35.62,100,100,11.18
539,Yeniseysk,58.4497,92.1703,RU,1645501405,13.86,87,81,6.38
540,San Policarpo,12.1791,125.5072,PH,1645501406,79.27,84,100,19.13
541,Okhotsk,59.3833,143.3,RU,1645501406,-1.19,73,0,16.44
542,Rome,43.2128,-75.4557,US,1645501407,38.35,63,0,8.05
543,Port Blair,11.6667,92.75,IN,1645501407,82.44,74,20,8.05
544,Coahuayana Viejo,18.7333,-103.6833,MX,1645501408,71.55,75,1,2.08
